Origin,Type,Year,Latitude,Longitude,Import
Canada,Fertilizer,2009,59.2067,-111.1937,150
Australia,Fertilizer,2009,-24.578,133.582,118
Thailand,Fertilizer,2008,15.688,100.845,21.5
Russia Federation,Fertilizer,2008,64.736,104.062,410.8
Republic of Korea,Fertilizer,2008,36.338,128.16,131
Philippines,Fertilizer,2008,17.181,121.256,22.3
Others,Fertilizer,2008,,,503
Norway,Fertilizer,2008,61.3701,9.3031,53.1
Malaysia,Fertilizer,2008,4.416,102.099,121
Jordan,Fertilizer,2008,30.681,36.279,54.3
Japan,Fertilizer,2008,35.962,137.855,14.7
Germany,Fertilizer,2008,51.3819,9.9877,56.2
China,Fertilizer,2008,35.1753,99.3877,323.2
Canada,Fertilizer,2008,59.2067,-111.1937,629.2
Australia,Fertilizer,2008,-24.578,133.582,107
Thailand,Fertilizer,2007,15.688,100.845,13.7
Russia Federation,Fertilizer,2007,64.736,104.062,75.6
Republic of Korea,Fertilizer,2007,36.338,128.16,12.7
Philippines,Fertilizer,2007,17.181,121.256,13
Others,Fertilizer,2007,,,136.2
Norway,Fertilizer,2007,61.3701,9.3031,32.8
Malaysia,Fertilizer,2007,4.416,102.099,66
Jordan,Fertilizer,2007,30.681,36.279,22.1
Japan,Fertilizer,2007,35.962,137.855,7.3
Germany,Fertilizer,2007,51.3819,9.9877,33.4
China,Fertilizer,2007,35.1753,99.3877,106.5
Canada,Fertilizer,2007,59.2067,-111.1937,149
Australia,Fertilizer,2007,-24.578,133.582,61.2
Thailand,Fertilizer,2006,15.688,100.845,16.6
Russia Federation,Fertilizer,2006,64.736,104.062,72
Republic of Korea,Fertilizer,2006,36.338,128.16,13.2
Philippines,Fertilizer,2006,17.181,121.256,14.8
Others,Fertilizer,2006,,,70.2
Norway,Fertilizer,2006,61.3701,9.3031,31.7
Malaysia,Fertilizer,2006,4.416,102.099,34.5
Jordan,Fertilizer,2006,30.681,36.279,17.5
Japan,Fertilizer,2006,35.962,137.855,8.2
Germany,Fertilizer,2006,51.3819,9.9877,24.5
China,Fertilizer,2006,35.1753,99.3877,115
Canada,Fertilizer,2006,59.2067,-111.1937,89.2
Australia,Fertilizer,2006,-24.578,133.582,56.9
Thailand,Fertilizer,2005,15.688,100.845,4.9
Russia Federation,Fertilizer,2005,64.736,104.062,81.3
Republic of Korea,Fertilizer,2005,36.338,128.16,21.2
Philippines,Fertilizer,2005,17.181,121.256,13.8
Others,Fertilizer,2005,,,50.1
Norway,Fertilizer,2005,61.3701,9.3031,21.2
Malaysia,Fertilizer,2005,4.416,102.099,23.7
Jordan,Fertilizer,2005,30.681,36.279,12.6
Japan,Fertilizer,2005,35.962,137.855,4.1
Germany,Fertilizer,2005,51.3819,9.9877,7
China,Fertilizer,2005,35.1753,99.3877,79.4
Canada,Fertilizer,2005,59.2067,-111.1937,94.9
Australia,Fertilizer,2005,-24.578,133.582,40.6
Thailand,Fertilizer,2004,15.688,100.845,6.4
Russia Federation,Fertilizer,2004,64.736,104.062,55.6
Republic of Korea,Fertilizer,2004,36.338,128.16,20.2
Philippines,Fertilizer,2004,17.181,121.256,7.2
Others,Fertilizer,2004,,,32.8
Norway,Fertilizer,2004,61.3701,9.3031,23
Malaysia,Fertilizer,2004,4.416,102.099,42.2
Jordan,Fertilizer,2004,30.681,36.279,16.6
Japan,Fertilizer,2004,35.962,137.855,2.4
Germany,Fertilizer,2004,51.3819,9.9877,11.5
China,Fertilizer,2004,35.1753,99.3877,57.3
Canada,Fertilizer,2004,59.2067,-111.1937,92.1
Australia,Fertilizer,2004,-24.578,133.582,10
Thailand,Fertilizer,2003,15.688,100.845,9.7
Russia Federation,Fertilizer,2003,64.736,104.062,21.2
Republic of Korea,Fertilizer,2003,36.338,128.16,16.7
Philippines,Fertilizer,2003,17.181,121.256,6.7
Others,Fertilizer,2003,,,17.5
Norway,Fertilizer,2003,61.3701,9.3031,10.6
Malaysia,Fertilizer,2003,4.416,102.099,21.1
Jordan,Fertilizer,2003,30.681,36.279,17.3
Japan,Fertilizer,2003,35.962,137.855,6.7
Germany,Fertilizer,2003,51.3819,9.9877,13.4
China,Fertilizer,2003,35.1753,99.3877,24.6
Canada,Fertilizer,2003,59.2067,-111.1937,46.9
Australia,Fertilizer,2003,-24.578,133.582,13.9
Thailand,Fertilizer,2002,15.688,100.845,5.7
Russia Federation,Fertilizer,2002,64.736,104.062,25.7
Republic of Korea,Fertilizer,2002,36.338,128.16,19.4
Philippines,Fertilizer,2002,17.181,121.256,11.5
Others,Fertilizer,2002,,,43.5
Norway,Fertilizer,2002,61.3701,9.3031,8.8
Malaysia,Fertilizer,2002,4.416,102.099,14.4
Jordan,Fertilizer,2002,30.681,36.279,10
Japan,Fertilizer,2002,35.962,137.855,13.8
Germany,Fertilizer,2002,51.3819,9.9877,13.9
China,Fertilizer,2002,35.1753,99.3877,39.3
Canada,Fertilizer,2002,59.2067,-111.1937,20.1
Australia,Fertilizer,2002,-24.578,133.582,15
Thailand,Fertilizer,2001,15.688,100.845,9.3
Russia Federation,Fertilizer,2001,64.736,104.062,30
Republic of Korea,Fertilizer,2001,36.338,128.16,9.8
Philippines,Fertilizer,2001,17.181,121.256,6.6
Others,Fertilizer,2001,,,25.4
Norway,Fertilizer,2001,61.3701,9.3031,7
Malaysia,Fertilizer,2001,4.416,102.099,12.2
Jordan,Fertilizer,2001,30.681,36.279,7.6
Japan,Fertilizer,2001,35.962,137.855,5.8
Germany,Fertilizer,2001,51.3819,9.9877,17.8
China,Fertilizer,2001,35.1753,99.3877,24.7
Canada,Fertilizer,2001,59.2067,-111.1937,24.5
Australia,Fertilizer,2001,-24.578,133.582,14.3
Thailand,Fertilizer,2000,15.688,100.845,6.4
Russia Federation,Fertilizer,2000,64.736,104.062,12.6
Republic of Korea,Fertilizer,2000,36.338,128.16,9.4
Philippines,Fertilizer,2000,17.181,121.256,7.9
Others,Fertilizer,2000,,,23.7
Norway,Fertilizer,2000,61.3701,9.3031,6.8
Malaysia,Fertilizer,2000,4.416,102.099,21.6
Jordan,Fertilizer,2000,30.681,36.279,10.6
Japan,Fertilizer,2000,35.962,137.855,7.3
Germany,Fertilizer,2000,51.3819,9.9877,7
China,Fertilizer,2000,35.1753,99.3877,29
Canada,Fertilizer,2000,59.2067,-111.1937,30.9
Australia,Fertilizer,2000,-24.578,133.582,7.4
Thailand,Copper,2017,15.688,100.845,106.9897
Singapore,Copper,2017,1.3389,103.8297,50.1942
Republic of Korea,Copper,2017,36.338,128.16,88.1482
Philippines,Copper,2017,17.181,121.256,146.7879
Others,Copper,2017,,,249.8568
Myanmar,Copper,2017,21.841,96.05,50.6055
Malaysia,Copper,2017,4.416,102.099,54.3106
Japan,Copper,2017,35.962,137.855,266.3264
China,Copper,2017,35.1753,99.3877,338.3331
Chile,Copper,2017,-23.176,-69.201,5.7925
Australia,Copper,2017,-24.578,133.582,42.2249
Thailand,Copper,2016,15.688,100.845,23.7043
Singapore,Copper,2016,1.3389,103.8297,54.2155
Republic of Korea,Copper,2016,36.338,128.16,68.9579
Philippines,Copper,2016,17.181,121.256,21.2826
Others,Copper,2016,,,203.3934
Myanmar,Copper,2016,21.841,96.05,78.3046
Malaysia,Copper,2016,4.416,102.099,54.5718
Japan,Copper,2016,35.962,137.855,237.8044
China,Copper,2016,35.1753,99.3877,171.8976
Chile,Copper,2016,-23.176,-69.201,57.7137
Australia,Copper,2016,-24.578,133.582,155.7337
Thailand,Copper,2015,15.688,100.845,64.2991
Singapore,Copper,2015,1.3389,103.8297,70.2692
Republic of Korea,Copper,2015,36.338,128.16,105.762
Philippines,Copper,2015,17.181,121.256,65.3651
Others,Copper,2015,,,154.0865
Myanmar,Copper,2015,21.841,96.05,113.6972
Malaysia,Copper,2015,4.416,102.099,77.4848
Japan,Copper,2015,35.962,137.855,289.3127
China,Copper,2015,35.1753,99.3877,125.5477
Chile,Copper,2015,-23.176,-69.201,99.0218
Australia,Copper,2015,-24.578,133.582,121.384
Thailand,Copper,2014,15.688,100.845,70.7329
Singapore,Copper,2014,1.3389,103.8297,46.2621
Republic of Korea,Copper,2014,36.338,128.16,102.8982
Philippines,Copper,2014,17.181,121.256,14.5576
Others,Copper,2014,,,162.3933
Myanmar,Copper,2014,21.841,96.05,47.8233
Malaysia,Copper,2014,4.416,102.099,75.9596
Japan,Copper,2014,35.962,137.855,437.2987
China,Copper,2014,35.1753,99.3877,180.3784
Chile,Copper,2014,-23.176,-69.201,121.4148
Australia,Copper,2014,-24.578,133.582,113.6638
Thailand,Copper,2013,15.688,100.845,70.9572
Singapore,Copper,2013,1.3389,103.8297,44.3335
Republic of Korea,Copper,2013,36.338,128.16,117.774
Philippines,Copper,2013,17.181,121.256,47.6604
Others,Copper,2013,,,215.2279
Myanmar,Copper,2013,21.841,96.05,12.885
Malaysia,Copper,2013,4.416,102.099,77.261
Japan,Copper,2013,35.962,137.855,479.1419
China,Copper,2013,35.1753,99.3877,116.1262
Chile,Copper,2013,-23.176,-69.201,49.7786
Australia,Copper,2013,-24.578,133.582,74.8062
Thailand,Copper,2012,15.688,100.845,64.488
Singapore,Copper,2012,1.3389,103.8297,122.3627
Republic of Korea,Copper,2012,36.338,128.16,73.6966
Philippines,Copper,2012,17.181,121.256,18.0465
Others,Copper,2012,,,246.1455
Myanmar,Copper,2012,21.841,96.05,4.0736
Malaysia,Copper,2012,4.416,102.099,88.0798
Japan,Copper,2012,35.962,137.855,494.5814
China,Copper,2012,35.1753,99.3877,96.1306
Chile,Copper,2012,-23.176,-69.201,72.0149
Australia,Copper,2012,-24.578,133.582,256.4194
Thailand,Copper,2011,15.688,100.845,115.3891
Singapore,Copper,2011,1.3389,103.8297,74.12
Republic of Korea,Copper,2011,36.338,128.16,70.8197
Philippines,Copper,2011,17.181,121.256,32.9649
Others,Copper,2011,,,202.0561
Myanmar,Copper,2011,21.841,96.05,0
Malaysia,Copper,2011,4.416,102.099,78.3714
Japan,Copper,2011,35.962,137.855,393.5554
China,Copper,2011,35.1753,99.3877,84.4465
Chile,Copper,2011,-23.176,-69.201,94.49
Australia,Copper,2011,-24.578,133.582,229.4173
Thailand,Copper,2010,15.688,100.845,69.4883
Singapore,Copper,2010,1.3389,103.8297,45.8668
Republic of Korea,Copper,2010,36.338,128.16,85.2919
Philippines,Copper,2010,17.181,121.256,44.0274
Others,Copper,2010,,,163.9322
Myanmar,Copper,2010,21.841,96.05,0.0002
Malaysia,Copper,2010,4.416,102.099,75.1619
Japan,Copper,2010,35.962,137.855,445.9529
China,Copper,2010,35.1753,99.3877,61.4375
Chile,Copper,2010,-23.176,-69.201,1.0503
Australia,Copper,2010,-24.578,133.582,144.8621
Vietnam,Cement,2018,21.75,105.373,0.0002
United States,Cement,2018,40.0792,-98.8164,0
United Arab Emirates,Cement,2018,23.9299,53.9031,0
Thailand,Cement,2018,15.688,100.845,0.0003
Taiwan,Cement,2018,23.6091,120.8353,0.0013
Switzerland,Cement,2018,46.7794,8.0329,0
Singapore,Cement,2018,1.3389,103.8297,0
Republic of Korea,Cement,2018,36.338,128.16,0
Others,Cement,2018,,,2.0764
Netherlands,Cement,2018,52.1704,5.0102,0.001
Malaysia,Cement,2018,4.416,102.099,0.0012
Italy,Cement,2018,44.3713,11.1084,0
France,Cement,2018,46.656,2.543,0.7497
Croatia,Cement,2018,45.754,16.385,0
China,Cement,2018,35.1753,99.3877,0.6916
Australia,Cement,2018,-24.578,133.582,0
Vietnam,Cement,2017,21.75,105.373,0
United States,Cement,2017,40.0792,-98.8164,0
United Arab Emirates,Cement,2017,23.9299,53.9031,0
Thailand,Cement,2017,15.688,100.845,0.0004
Taiwan,Cement,2017,23.6091,120.8353,0.0002
Switzerland,Cement,2017,46.7794,8.0329,0
Singapore,Cement,2017,1.3389,103.8297,0
Republic of Korea,Cement,2017,36.338,128.16,0.0198
Others,Cement,2017,,,3.5603
Netherlands,Cement,2017,52.1704,5.0102,0
Malaysia,Cement,2017,4.416,102.099,0.2606
Italy,Cement,2017,44.3713,11.1084,0
France,Cement,2017,46.656,2.543,0.7634
Croatia,Cement,2017,45.754,16.385,0
China,Cement,2017,35.1753,99.3877,0.1506
Australia,Cement,2017,-24.578,133.582,0
Vietnam,Cement,2016,21.75,105.373,18.9518
United States,Cement,2016,40.0792,-98.8164,0
United Arab Emirates,Cement,2016,23.9299,53.9031,0
Thailand,Cement,2016,15.688,100.845,7.8025
Taiwan,Cement,2016,23.6091,120.8353,0.0545
Switzerland,Cement,2016,46.7794,8.0329,0
Singapore,Cement,2016,1.3389,103.8297,0
Republic of Korea,Cement,2016,36.338,128.16,1.2723
Others,Cement,2016,,,0.1924
Netherlands,Cement,2016,52.1704,5.0102,0
Malaysia,Cement,2016,4.416,102.099,0
Italy,Cement,2016,44.3713,11.1084,0
France,Cement,2016,46.656,2.543,0.4914
Croatia,Cement,2016,45.754,16.385,0
China,Cement,2016,35.1753,99.3877,10.7054
Australia,Cement,2016,-24.578,133.582,0
Vietnam,Cement,2015,21.75,105.373,104.2109
United States,Cement,2015,40.0792,-98.8164,0
United Arab Emirates,Cement,2015,23.9299,53.9031,0
Thailand,Cement,2015,15.688,100.845,58.846
Taiwan,Cement,2015,23.6091,120.8353,0.1151
Switzerland,Cement,2015,46.7794,8.0329,0
Singapore,Cement,2015,1.3389,103.8297,0
Republic of Korea,Cement,2015,36.338,128.16,3.5335
Others,Cement,2015,,,3.8501
Netherlands,Cement,2015,52.1704,5.0102,0
Malaysia,Cement,2015,4.416,102.099,3.2902
Italy,Cement,2015,44.3713,11.1084,0
France,Cement,2015,46.656,2.543,0.3531
Croatia,Cement,2015,45.754,16.385,0
China,Cement,2015,35.1753,99.3877,11.2643
Australia,Cement,2015,-24.578,133.582,0
Vietnam,Cement,2014,21.75,105.373,173.3099
United States,Cement,2014,40.0792,-98.8164,0
United Arab Emirates,Cement,2014,23.9299,53.9031,0
Thailand,Cement,2014,15.688,100.845,34.5025
Taiwan,Cement,2014,23.6091,120.8353,3.2867
Switzerland,Cement,2014,46.7794,8.0329,0
Singapore,Cement,2014,1.3389,103.8297,0
Republic of Korea,Cement,2014,36.338,128.16,9.8368
Others,Cement,2014,,,7.6259
Netherlands,Cement,2014,52.1704,5.0102,0.0539
Malaysia,Cement,2014,4.416,102.099,16.755
Italy,Cement,2014,44.3713,11.1084,0
France,Cement,2014,46.656,2.543,0.1478
Croatia,Cement,2014,45.754,16.385,0
China,Cement,2014,35.1753,99.3877,4.0765
Australia,Cement,2014,-24.578,133.582,0
Vietnam,Cement,2013,21.75,105.373,167.6408
United States,Cement,2013,40.0792,-98.8164,0
United Arab Emirates,Cement,2013,23.9299,53.9031,0
Thailand,Cement,2013,15.688,100.845,0.0011
Taiwan,Cement,2013,23.6091,120.8353,31.5947
Switzerland,Cement,2013,46.7794,8.0329,0
Singapore,Cement,2013,1.3389,103.8297,0
Republic of Korea,Cement,2013,36.338,128.16,10.4244
Others,Cement,2013,,,12.9198
Netherlands,Cement,2013,52.1704,5.0102,0.5801
Malaysia,Cement,2013,4.416,102.099,24.867
Italy,Cement,2013,44.3713,11.1084,0
France,Cement,2013,46.656,2.543,0.6412
Croatia,Cement,2013,45.754,16.385,0.2579
China,Cement,2013,35.1753,99.3877,6.1408
Australia,Cement,2013,-24.578,133.582,0
Vietnam,Cement,2012,21.75,105.373,94.5179
United States,Cement,2012,40.0792,-98.8164,0
United Arab Emirates,Cement,2012,23.9299,53.9031,0
Thailand,Cement,2012,15.688,100.845,46.6509
Taiwan,Cement,2012,23.6091,120.8353,23.7499
Switzerland,Cement,2012,46.7794,8.0329,0
Singapore,Cement,2012,1.3389,103.8297,0
Republic of Korea,Cement,2012,36.338,128.16,8.0123
Others,Cement,2012,,,3.2558
Netherlands,Cement,2012,52.1704,5.0102,0.6732
Malaysia,Cement,2012,4.416,102.099,31.6841
Italy,Cement,2012,44.3713,11.1084,0
France,Cement,2012,46.656,2.543,1.2959
Croatia,Cement,2012,45.754,16.385,0.1584
China,Cement,2012,35.1753,99.3877,3.1727
Australia,Cement,2012,-24.578,133.582,0
Vietnam,Cement,2011,21.75,105.373,24.3552
United States,Cement,2011,40.0792,-98.8164,0
United Arab Emirates,Cement,2011,23.9299,53.9031,0
Thailand,Cement,2011,15.688,100.845,7.7366
Taiwan,Cement,2011,23.6091,120.8353,14.1482
Switzerland,Cement,2011,46.7794,8.0329,1.2378
Singapore,Cement,2011,1.3389,103.8297,0
Republic of Korea,Cement,2011,36.338,128.16,10.5242
Others,Cement,2011,,,1.1202
Netherlands,Cement,2011,52.1704,5.0102,1.0532
Malaysia,Cement,2011,4.416,102.099,33.3075
Italy,Cement,2011,44.3713,11.1084,0
France,Cement,2011,46.656,2.543,1.2654
Croatia,Cement,2011,45.754,16.385,0.2165
China,Cement,2011,35.1753,99.3877,2.266
Australia,Cement,2011,-24.578,133.582,0
Vietnam,Cement,2010,21.75,105.373,0
United States,Cement,2010,40.0792,-98.8164,0
United Arab Emirates,Cement,2010,23.9299,53.9031,0
Thailand,Cement,2010,15.688,100.845,4.0843
Taiwan,Cement,2010,23.6091,120.8353,8.337
Switzerland,Cement,2010,46.7794,8.0329,0
Singapore,Cement,2010,1.3389,103.8297,0
Republic of Korea,Cement,2010,36.338,128.16,0.1006
Others,Cement,2010,,,3.3856
Netherlands,Cement,2010,52.1704,5.0102,0.7084
Malaysia,Cement,2010,4.416,102.099,47.3427
Italy,Cement,2010,44.3713,11.1084,0
France,Cement,2010,46.656,2.543,0.8002
Croatia,Cement,2010,45.754,16.385,0.1976
China,Cement,2010,35.1753,99.3877,16.7992
Australia,Cement,2010,-24.578,133.582,0
Vietnam,Cement,2009,21.75,105.373,0
United States,Cement,2009,40.0792,-98.8164,0
United Arab Emirates,Cement,2009,23.9299,53.9031,0
Thailand,Cement,2009,15.688,100.845,0.9494
Taiwan,Cement,2009,23.6091,120.8353,2.156
Switzerland,Cement,2009,46.7794,8.0329,0.0971
Singapore,Cement,2009,1.3389,103.8297,0
Republic of Korea,Cement,2009,36.338,128.16,0.1297
Others,Cement,2009,,,0.6932
Netherlands,Cement,2009,52.1704,5.0102,0.1222
Malaysia,Cement,2009,4.416,102.099,68.6195
Italy,Cement,2009,44.3713,11.1084,0
France,Cement,2009,46.656,2.543,0.3587
Croatia,Cement,2009,45.754,16.385,0.2103
China,Cement,2009,35.1753,99.3877,1.6081
Australia,Cement,2009,-24.578,133.582,0
Vietnam,Cement,2008,21.75,105.373,0
United States,Cement,2008,40.0792,-98.8164,0
United Arab Emirates,Cement,2008,23.9299,53.9031,0
Thailand,Cement,2008,15.688,100.845,1.402
Taiwan,Cement,2008,23.6091,120.8353,0.0133
Switzerland,Cement,2008,46.7794,8.0329,0.5579
Singapore,Cement,2008,1.3389,103.8297,0
Republic of Korea,Cement,2008,36.338,128.16,0.093
Others,Cement,2008,,,3.0825
Netherlands,Cement,2008,52.1704,5.0102,0.8896
Malaysia,Cement,2008,4.416,102.099,45.8657
Italy,Cement,2008,44.3713,11.1084,0
France,Cement,2008,46.656,2.543,0.7604
Croatia,Cement,2008,45.754,16.385,0.1002
China,Cement,2008,35.1753,99.3877,2.6624
Australia,Cement,2008,-24.578,133.582,0
Vietnam,Cement,2007,21.75,105.373,0.188
United States,Cement,2007,40.0792,-98.8164,0
United Arab Emirates,Cement,2007,23.9299,53.9031,0
Thailand,Cement,2007,15.688,100.845,0
Taiwan,Cement,2007,23.6091,120.8353,0.0096
Switzerland,Cement,2007,46.7794,8.0329,0.1867
Singapore,Cement,2007,1.3389,103.8297,0
Republic of Korea,Cement,2007,36.338,128.16,0.0464
Others,Cement,2007,,,0.9661
Netherlands,Cement,2007,52.1704,5.0102,0.4007
Malaysia,Cement,2007,4.416,102.099,43.4268
Italy,Cement,2007,44.3713,11.1084,0
France,Cement,2007,46.656,2.543,0.4833
Croatia,Cement,2007,45.754,16.385,0.0869
China,Cement,2007,35.1753,99.3877,2.1348
Australia,Cement,2007,-24.578,133.582,0
Vietnam,Cement,2006,21.75,105.373,0
United States,Cement,2006,40.0792,-98.8164,0
United Arab Emirates,Cement,2006,23.9299,53.9031,0
Thailand,Cement,2006,15.688,100.845,0.0003
Taiwan,Cement,2006,23.6091,120.8353,0.0335
Switzerland,Cement,2006,46.7794,8.0329,0
Singapore,Cement,2006,1.3389,103.8297,0
Republic of Korea,Cement,2006,36.338,128.16,0
Others,Cement,2006,,,2.5808
Netherlands,Cement,2006,52.1704,5.0102,0.3686
Malaysia,Cement,2006,4.416,102.099,42.4548
Italy,Cement,2006,44.3713,11.1084,0
France,Cement,2006,46.656,2.543,0.4561
Croatia,Cement,2006,45.754,16.385,0.1273
China,Cement,2006,35.1753,99.3877,1.1468
Australia,Cement,2006,-24.578,133.582,0
Vietnam,Cement,2005,21.75,105.373,0
United States,Cement,2005,40.0792,-98.8164,0.2482
United Arab Emirates,Cement,2005,23.9299,53.9031,0.1609
Thailand,Cement,2005,15.688,100.845,0
Taiwan,Cement,2005,23.6091,120.8353,0
Switzerland,Cement,2005,46.7794,8.0329,0
Singapore,Cement,2005,1.3389,103.8297,0.4503
Republic of Korea,Cement,2005,36.338,128.16,0.0976
Others,Cement,2005,,,4.7244
Netherlands,Cement,2005,52.1704,5.0102,0.5041
Malaysia,Cement,2005,4.416,102.099,27.4708
Italy,Cement,2005,44.3713,11.1084,0.8556
France,Cement,2005,46.656,2.543,0.5141
Croatia,Cement,2005,45.754,16.385,0
China,Cement,2005,35.1753,99.3877,1.3352
Australia,Cement,2005,-24.578,133.582,0.1314
Vietnam,Cement,2004,21.75,105.373,0
United States,Cement,2004,40.0792,-98.8164,0.123
United Arab Emirates,Cement,2004,23.9299,53.9031,0.7404
Thailand,Cement,2004,15.688,100.845,0
Taiwan,Cement,2004,23.6091,120.8353,0
Switzerland,Cement,2004,46.7794,8.0329,0
Singapore,Cement,2004,1.3389,103.8297,0.5699
Republic of Korea,Cement,2004,36.338,128.16,0.2944
Others,Cement,2004,,,0.6985
Netherlands,Cement,2004,52.1704,5.0102,0.3359
Malaysia,Cement,2004,4.416,102.099,1.7885
Italy,Cement,2004,44.3713,11.1084,0.0697
France,Cement,2004,46.656,2.543,0.4956
Croatia,Cement,2004,45.754,16.385,0
China,Cement,2004,35.1753,99.3877,1.0273
Australia,Cement,2004,-24.578,133.582,0.0958
Vietnam,Cement,2003,21.75,105.373,0
United States,Cement,2003,40.0792,-98.8164,0.1294
United Arab Emirates,Cement,2003,23.9299,53.9031,0.4511
Thailand,Cement,2003,15.688,100.845,0
Taiwan,Cement,2003,23.6091,120.8353,0
Switzerland,Cement,2003,46.7794,8.0329,0
Singapore,Cement,2003,1.3389,103.8297,0.1698
Republic of Korea,Cement,2003,36.338,128.16,0.0733
Others,Cement,2003,,,0.6735
Netherlands,Cement,2003,52.1704,5.0102,0.2674
Malaysia,Cement,2003,4.416,102.099,0.7812
Italy,Cement,2003,44.3713,11.1084,0.4799
France,Cement,2003,46.656,2.543,0.3655
Croatia,Cement,2003,45.754,16.385,0
China,Cement,2003,35.1753,99.3877,0.7763
Australia,Cement,2003,-24.578,133.582,0.1934
Vietnam,Cement,2002,21.75,105.373,0
United States,Cement,2002,40.0792,-98.8164,0.2197
United Arab Emirates,Cement,2002,23.9299,53.9031,0.0404
Thailand,Cement,2002,15.688,100.845,0
Taiwan,Cement,2002,23.6091,120.8353,0
Switzerland,Cement,2002,46.7794,8.0329,0
Singapore,Cement,2002,1.3389,103.8297,0.2778
Republic of Korea,Cement,2002,36.338,128.16,0.0747
Others,Cement,2002,,,1.2191
Netherlands,Cement,2002,52.1704,5.0102,0.2196
Malaysia,Cement,2002,4.416,102.099,2.1429
Italy,Cement,2002,44.3713,11.1084,0.057
France,Cement,2002,46.656,2.543,0.4112
Croatia,Cement,2002,45.754,16.385,0
China,Cement,2002,35.1753,99.3877,0.7936
Australia,Cement,2002,-24.578,133.582,0.0682
Vietnam,Cement,2001,21.75,105.373,0
United States,Cement,2001,40.0792,-98.8164,0.0849
United Arab Emirates,Cement,2001,23.9299,53.9031,0
Thailand,Cement,2001,15.688,100.845,0
Taiwan,Cement,2001,23.6091,120.8353,0
Switzerland,Cement,2001,46.7794,8.0329,0
Singapore,Cement,2001,1.3389,103.8297,0.1444
Republic of Korea,Cement,2001,36.338,128.16,0.1483
Others,Cement,2001,,,0.8538
Netherlands,Cement,2001,52.1704,5.0102,0.0467
Malaysia,Cement,2001,4.416,102.099,0.4592
Italy,Cement,2001,44.3713,11.1084,0
France,Cement,2001,46.656,2.543,0.5802
Croatia,Cement,2001,45.754,16.385,0
China,Cement,2001,35.1753,99.3877,0.1201
Australia,Cement,2001,-24.578,133.582,0.0704
Vietnam,Cement,2000,21.75,105.373,0
United States,Cement,2000,40.0792,-98.8164,0.2344
United Arab Emirates,Cement,2000,23.9299,53.9031,0
Thailand,Cement,2000,15.688,100.845,0
Taiwan,Cement,2000,23.6091,120.8353,0
Switzerland,Cement,2000,46.7794,8.0329,0
Singapore,Cement,2000,1.3389,103.8297,0.6304
Republic of Korea,Cement,2000,36.338,128.16,0.1757
Others,Cement,2000,,,0.494
Netherlands,Cement,2000,52.1704,5.0102,0.052
Malaysia,Cement,2000,4.416,102.099,0.006
Italy,Cement,2000,44.3713,11.1084,0.0003
France,Cement,2000,46.656,2.543,0.78
Croatia,Cement,2000,45.754,16.385,0
China,Cement,2000,35.1753,99.3877,0.155
Australia,Cement,2000,-24.578,133.582,0.0986
Zimbabwe,Alumunium,2017,-19.098,30.047,100.73
United States,Alumunium,2017,40.0792,-98.8164,145.9519
Turkey,Alumunium,2017,39.144,34.188,110.5287
Srilanka,Alumunium,2017,7.3,80.727,74.8216
Others,Alumunium,2017,,,462.6377
Italy,Alumunium,2017,44.3713,11.1084,76.0296
India,Alumunium,2017,22.741,78.236,86.131
Hongkong,Alumunium,2017,22.4114,114.0599,63.8601
Greece,Alumunium,2017,39.787,21.617,43.3998
China,Alumunium,2017,35.1753,99.3877,597.8323
Brazil,Alumunium,2017,-11.694,-48.978,112.5304
Zimbabwe,Alumunium,2016,-19.098,30.047,96.8089
United States,Alumunium,2016,40.0792,-98.8164,113.9087
Turkey,Alumunium,2016,39.144,34.188,98.8995
Srilanka,Alumunium,2016,7.3,80.727,64.3474
Others,Alumunium,2016,,,302.8489
Italy,Alumunium,2016,44.3713,11.1084,62.3231
India,Alumunium,2016,22.741,78.236,75.1033
Hongkong,Alumunium,2016,22.4114,114.0599,62.0695
Greece,Alumunium,2016,39.787,21.617,57.143
China,Alumunium,2016,35.1753,99.3877,389.1045
Brazil,Alumunium,2016,-11.694,-48.978,97.6484
Zimbabwe,Alumunium,2015,-19.098,30.047,83.3562
United States,Alumunium,2015,40.0792,-98.8164,110.3814
Turkey,Alumunium,2015,39.144,34.188,83.9307
Srilanka,Alumunium,2015,7.3,80.727,59.3852
Others,Alumunium,2015,,,380.2195
Italy,Alumunium,2015,44.3713,11.1084,43.0022
India,Alumunium,2015,22.741,78.236,57.5092
Hongkong,Alumunium,2015,22.4114,114.0599,86.9596
Greece,Alumunium,2015,39.787,21.617,56.8088
China,Alumunium,2015,35.1753,99.3877,410.8434
Brazil,Alumunium,2015,-11.694,-48.978,96.4183
Zimbabwe,Alumunium,2014,-19.098,30.047,109.3021
United States,Alumunium,2014,40.0792,-98.8164,174.1966
Turkey,Alumunium,2014,39.144,34.188,114.1909
Srilanka,Alumunium,2014,7.3,80.727,77.9556
Others,Alumunium,2014,,,332.1676
Italy,Alumunium,2014,44.3713,11.1084,34.7943
India,Alumunium,2014,22.741,78.236,58.843
Hongkong,Alumunium,2014,22.4114,114.0599,95.0603
Greece,Alumunium,2014,39.787,21.617,43.3965
China,Alumunium,2014,35.1753,99.3877,530.1016
Brazil,Alumunium,2014,-11.694,-48.978,86.3761
